Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
Saturday,Morning,40114.0,15169.0,Supermarket,0.0,0.0,91850.0,Rainy,0.0,26567.0
Saturday,Evening,48135.0,8943.0,Bank Branch,0.0,0.0,114932.0,Cloudy,4.0,40178.0
Thursday,Morning,54883.0,12590.0,Standalone,0.0,0.0,89415.0,Clear,0.0,57156.0
Friday,Night,36960.0,9945.0,Gas Station,0.0,0.0,102747.0,Cloudy,0.0,24532.0
Monday,Afternoon,91127.375,11365.0,Bank Branch,0.0,0.0,58507.0,Snowy,2.0,87239.375
Monday,Night,61919.0,14868.0,Bank Branch,0.0,0.0,89928.0,Rainy,4.0,53698.0
Monday,Afternoon,47740.0,6169.0,Gas Station,0.0,0.0,77438.0,Rainy,0.0,36838.0
Monday,Afternoon,43780.0,5024.0,Supermarket,0.0,0.0,110993.0,Rainy,2.0,38224.0
Saturday,Night,77021.0,9375.0,Mall,0.0,0.0,100313.0,Rainy,2.0,55217.0
Sunday,Afternoon,53279.0,7768.0,Gas Station,0.0,0.0,95987.0,Snowy,0.0,44425.0
Tuesday,Morning,55512.0,8155.0,Mall,0.0,0.0,104276.0,Rainy,3.0,53517.0
Wednesday,Morning,40468.0,9793.0,Mall,0.0,0.0,111120.0,Cloudy,2.0,33349.0
Sunday,Evening,41130.0,15147.0,Bank Branch,0.0,0.0,93262.0,Clear,4.0,42590.0
Saturday,Afternoon,45038.0,7449.0,Supermarket,0.0,0.0,102989.0,Snowy,3.0,39695.0
Saturday,Evening,61561.0,15799.0,Supermarket,0.0,0.0,89880.0,Snowy,0.0,53312.0
Tuesday,Afternoon,51607.0,4607.0,Gas Station,0.0,0.0,96494.0,Snowy,5.0,55171.0
Friday,Evening,55989.0,11454.0,Standalone,0.0,0.0,89859.0,Snowy,4.0,41409.0
Thursday,Afternoon,76771.0,10067.0,Standalone,0.0,0.0,95502.0,Cloudy,1.0,68556.0
Sunday,Night,36068.0,7855.0,Mall,0.0,0.0,108316.0,Clear,1.0,33860.0
Sunday,Night,77114.0,12530.0,Standalone,0.0,0.0,78879.0,Cloudy,3.0,72675.0
Monday,Morning,46145.0,3010.0,Gas Station,0.0,0.0,124051.0,Cloudy,3.0,51265.0
Tuesday,Afternoon,48470.0,5787.0,Mall,0.0,0.0,115017.0,Rainy,2.0,42882.0
Wednesday,Evening,59816.0,7000.0,Supermarket,0.0,0.0,68824.0,Rainy,4.0,62716.0
Friday,Afternoon,62290.0,12119.0,Gas Station,0.0,0.0,80684.0,Rainy,3.0,54203.0
Thursday,Evening,41921.0,5911.0,Mall,0.0,0.0,77323.0,Clear,3.0,31969.0
Monday,Morning,25594.0,20112.0,Standalone,0.0,0.0,125050.0,Clear,3.0,11956.0
Tuesday,Night,38314.0,15955.0,Gas Station,0.0,0.0,83627.0,Snowy,4.0,23963.0
Thursday,Evening,66381.0,7260.0,Mall,0.0,0.0,73282.0,Cloudy,2.0,62304.0
Sunday,Afternoon,60862.0,4001.0,Bank Branch,0.0,0.0,113978.0,Snowy,2.0,67113.0
Monday,Night,27942.0,3686.0,Mall,0.0,0.0,84482.0,Rainy,1.0,28940.0
Monday,Morning,51184.0,15134.0,Mall,0.0,0.0,111991.0,Rainy,3.0,39277.0
Friday,Evening,31746.0,16816.0,Bank Branch,0.0,0.0,87896.0,Cloudy,3.0,17974.0
Monday,Afternoon,63656.0,2519.0,Standalone,0.0,0.0,81635.0,Snowy,4.0,60331.0
Wednesday,Night,51193.0,13794.0,Gas Station,0.0,0.0,113926.0,Cloudy,0.0,34474.0
Thursday,Evening,54181.0,14289.0,Supermarket,0.0,0.0,111071.0,Cloudy,0.0,51808.0
Saturday,Evening,48064.0,5741.0,Gas Station,0.0,0.0,84820.0,Rainy,3.0,50211.0
Saturday,Morning,35318.0,8637.0,Standalone,0.0,0.0,124674.0,Clear,3.0,31969.0
Thursday,Afternoon,40149.0,8698.0,Standalone,0.0,0.0,69799.0,Cloudy,2.0,41262.0
Friday,Morning,46691.0,11116.0,Mall,0.0,0.0,76032.0,Cloudy,3.0,49399.0
Friday,Evening,66262.0,11051.0,Standalone,0.0,0.0,103967.0,Clear,4.0,65076.0
Wednesday,Night,49862.0,12377.0,Bank Branch,0.0,0.0,65062.0,Cloudy,0.0,39235.0
Friday,Evening,53842.0,15966.0,Standalone,0.0,0.0,84565.0,Cloudy,5.0,36347.0
Sunday,Evening,42530.0,8264.0,Standalone,0.0,0.0,115416.0,Rainy,1.0,35216.0
Tuesday,Evening,34192.0,12139.0,Mall,0.0,0.0,65961.0,Clear,0.0,28609.0
Saturday,Morning,41579.0,8625.0,Bank Branch,0.0,0.0,55975.0,Cloudy,5.0,35956.0
Sunday,Night,59206.0,11877.0,Standalone,0.0,0.0,103351.0,Snowy,5.0,59182.0
Friday,Night,67433.0,1839.0,Standalone,0.0,0.0,81901.0,Rainy,0.0,65371.0
Monday,Morning,49306.0,10570.0,Bank Branch,0.0,0.0,101237.0,Rainy,3.0,34701.0
Sunday,Afternoon,36086.0,9048.0,Gas Station,0.0,0.0,70051.0,Rainy,0.0,26980.0
Thursday,Afternoon,42666.0,17944.0,Gas Station,0.0,0.0,75155.0,Clear,1.0,37902.0
Thursday,Night,33116.0,4518.0,Gas Station,0.0,0.0,98642.0,Cloudy,4.0,25247.0
Tuesday,Evening,56474.0,13698.0,Supermarket,0.0,0.0,151439.0,Cloudy,0.0,53746.0
Sunday,Morning,16258.0,13043.0,Gas Station,0.0,0.0,88857.0,Cloudy,5.0,13375.0
Sunday,Evening,36368.0,18422.0,Mall,0.0,0.0,116845.0,Cloudy,4.0,31593.0
Tuesday,Night,50347.0,16755.0,Bank Branch,0.0,0.0,69749.0,Clear,3.0,27000.0
Sunday,Morning,30039.0,0.0,Standalone,0.0,0.0,86011.0,Cloudy,3.0,26755.0
Monday,Evening,52425.0,10514.0,Gas Station,0.0,0.0,102986.0,Clear,1.0,35370.0
Saturday,Night,28834.0,14015.0,Standalone,0.0,0.0,104792.0,Rainy,4.0,10519.0
Wednesday,Night,60995.0,536.0,Bank Branch,0.0,0.0,106229.0,Cloudy,3.0,58064.0
Tuesday,Evening,58015.0,10455.0,Gas Station,0.0,0.0,82969.0,Rainy,4.0,53793.0
Monday,Morning,50094.0,8973.0,Gas Station,0.0,0.0,122370.0,Rainy,1.0,38595.0
Friday,Morning,38537.0,14380.0,Gas Station,0.0,0.0,85811.0,Cloudy,2.0,32251.0
Wednesday,Morning,59668.0,7148.0,Mall,0.0,0.0,76417.0,Snowy,2.0,45903.0
Sunday,Afternoon,63889.0,9544.0,Supermarket,0.0,0.0,96448.0,Clear,2.0,54629.0
Wednesday,Afternoon,59838.0,6143.0,Mall,0.0,0.0,64520.0,Cloudy,2.0,49684.0
Friday,Morning,51605.0,8274.0,Supermarket,0.0,0.0,113758.0,Rainy,5.0,52724.0
Monday,Morning,40805.0,11709.0,Mall,0.0,0.0,98799.0,Cloudy,3.0,35802.0
Sunday,Morning,37240.0,7294.0,Supermarket,0.0,0.0,115113.0,Clear,4.0,33808.0
Sunday,Morning,46671.0,11599.0,Bank Branch,0.0,0.0,71861.0,Rainy,2.0,42799.0
Thursday,Night,75568.0,4459.0,Supermarket,0.0,0.0,119520.0,Clear,1.0,67706.0
Sunday,Evening,70992.0,4818.0,Bank Branch,0.0,0.0,95930.0,Rainy,3.0,80149.0
Friday,Afternoon,66352.0,6259.0,Gas Station,0.0,0.0,60653.0,Rainy,0.0,68788.0
Tuesday,Night,49681.0,8366.0,Standalone,0.0,0.0,102495.0,Rainy,1.0,43623.0
Tuesday,Night,44399.0,7499.0,Bank Branch,0.0,0.0,96602.0,Cloudy,3.0,39677.0
Saturday,Evening,74551.0,7588.0,Mall,0.0,0.0,121979.0,Clear,5.0,69402.0
Sunday,Morning,51241.0,10183.0,Standalone,0.0,0.0,52313.0,Rainy,3.0,52179.0
Tuesday,Morning,61177.0,6442.0,Bank Branch,0.0,0.0,92310.0,Clear,5.0,72171.0
Wednesday,Evening,44318.0,20413.0,Gas Station,0.0,0.0,108617.0,Snowy,5.0,22104.0
Friday,Evening,30864.0,0.0,Mall,0.0,0.0,131989.0,Rainy,5.0,33934.0
Sunday,Afternoon,52481.0,3089.0,Supermarket,0.0,0.0,90327.0,Cloudy,5.0,48728.0
Friday,Night,62626.0,8864.0,Bank Branch,0.0,0.0,97164.0,Clear,0.0,66358.0
Friday,Night,59564.0,11293.0,Bank Branch,0.0,0.0,123910.0,Snowy,1.0,41874.0
Thursday,Evening,27215.0,12522.0,Supermarket,0.0,0.0,112530.0,Rainy,0.0,16968.0
Friday,Evening,38810.0,6692.0,Bank Branch,0.0,0.0,115068.0,Snowy,5.0,31402.0
Friday,Morning,40781.0,15593.0,Mall,0.0,0.0,100260.0,Snowy,5.0,28152.0
Thursday,Morning,69380.0,6254.0,Mall,0.0,0.0,126310.0,Clear,3.0,76528.0
Thursday,Morning,53157.0,9197.0,Gas Station,0.0,0.0,150018.0,Rainy,5.0,34252.0
Thursday,Afternoon,34165.0,8231.0,Standalone,0.0,0.0,75351.0,Rainy,5.0,28806.0
Saturday,Afternoon,64286.0,16119.0,Mall,0.0,0.0,96047.0,Rainy,2.0,46567.0
Monday,Afternoon,80538.0,12344.0,Gas Station,0.0,0.0,90160.0,Clear,0.0,78141.0
Sunday,Afternoon,69920.0,9136.0,Gas Station,0.0,0.0,112773.0,Clear,2.0,71678.0
Friday,Night,49046.0,2745.0,Supermarket,0.0,0.0,101511.0,Cloudy,2.0,55442.0
Friday,Night,65732.0,4772.0,Gas Station,0.0,0.0,99474.0,Cloudy,5.0,70714.0
Thursday,Afternoon,50472.0,13450.0,Supermarket,0.0,0.0,121754.0,Cloudy,1.0,32256.0
Saturday,Morning,60374.0,9986.0,Bank Branch,0.0,0.0,89338.0,Clear,5.0,46132.0
Thursday,Evening,35301.0,213.0,Mall,0.0,0.0,86637.0,Cloudy,0.0,35227.0
Saturday,Evening,52900.0,19501.0,Mall,0.0,0.0,120461.0,Clear,2.0,37150.0
Thursday,Evening,67512.0,6380.0,Standalone,0.0,0.0,87113.0,Rainy,1.0,68262.0
Wednesday,Morning,8912.0,15930.0,Standalone,0.0,0.0,130806.0,Rainy,1.0,0.0
Tuesday,Morning,38692.0,11913.0,Mall,0.0,0.0,122498.0,Clear,0.0,37669.0
Monday,Evening,23858.0,12047.0,Supermarket,0.0,0.0,94466.0,Snowy,3.0,11937.0
Wednesday,Afternoon,51700.0,12294.0,Bank Branch,0.0,0.0,96235.0,Cloudy,3.0,34291.0
Wednesday,Afternoon,48446.0,8930.0,Standalone,0.0,0.0,119406.0,Cloudy,3.0,44150.0
Thursday,Evening,30935.0,8107.0,Supermarket,0.0,0.0,117973.0,Cloudy,5.0,30380.0
Tuesday,Morning,50565.0,13297.0,Bank Branch,0.0,0.0,135330.0,Snowy,4.0,51343.0
Saturday,Morning,65579.0,10465.0,Bank Branch,0.0,0.0,89780.0,Clear,4.0,54623.0
Wednesday,Night,11696.0,11951.0,Supermarket,0.0,0.0,96921.0,Clear,5.0,1949.0
Monday,Morning,35900.0,12383.0,Standalone,0.0,0.0,134318.0,Rainy,5.0,31099.0
Friday,Morning,48537.0,5945.0,Supermarket,0.0,0.0,107336.0,Cloudy,4.0,53825.0
Friday,Morning,38892.0,14324.0,Standalone,0.0,0.0,103028.0,Cloudy,0.0,34109.0
Monday,Night,54476.0,20423.0,Standalone,0.0,0.0,79841.0,Clear,4.0,49085.0
Thursday,Afternoon,61796.0,7202.0,Bank Branch,0.0,0.0,45399.0,Clear,1.0,51516.0
Wednesday,Afternoon,70387.0,6962.0,Mall,0.0,0.0,131363.0,Snowy,1.0,68109.0
Monday,Morning,47358.0,10414.0,Standalone,0.0,0.0,97381.0,Snowy,1.0,41391.0
Monday,Evening,66923.0,15051.0,Gas Station,0.0,0.0,99112.0,Clear,0.0,57498.0
Saturday,Afternoon,49178.0,5387.0,Gas Station,0.0,0.0,100147.0,Cloudy,0.0,40141.0
Friday,Evening,27821.0,13469.0,Gas Station,0.0,0.0,114331.0,Clear,3.0,11849.0
Wednesday,Afternoon,24046.0,16669.0,Mall,0.0,0.0,149948.0,Clear,1.0,12233.0
Sunday,Afternoon,50690.0,3405.0,Standalone,0.0,0.0,100402.0,Cloudy,0.0,54406.0
Sunday,Afternoon,55396.0,7506.0,Bank Branch,0.0,0.0,80976.0,Rainy,1.0,51628.0
Friday,Night,44872.0,7179.0,Mall,0.0,0.0,70119.0,Cloudy,4.0,36332.0
Tuesday,Afternoon,30977.0,9158.0,Mall,0.0,0.0,101367.0,Cloudy,2.0,19228.0
Wednesday,Night,23802.0,18555.0,Standalone,0.0,0.0,110479.0,Rainy,4.0,10228.0
Sunday,Morning,44001.0,6274.0,Bank Branch,0.0,0.0,97900.0,Clear,2.0,30839.0
Thursday,Morning,59191.0,10291.0,Bank Branch,0.0,0.0,87922.0,Snowy,3.0,47786.0
Monday,Evening,64605.0,11493.0,Standalone,0.0,0.0,84530.0,Cloudy,2.0,61909.0
Friday,Evening,78481.0,10435.0,Standalone,0.0,0.0,79277.0,Snowy,0.0,66253.0
Tuesday,Morning,62851.0,11990.0,Supermarket,0.0,0.0,107891.0,Clear,5.0,60259.0
Tuesday,Night,43613.0,12252.0,Gas Station,0.0,0.0,94764.0,Clear,4.0,30974.0
Sunday,Night,43491.0,18610.0,Mall,0.0,0.0,84658.0,Cloudy,4.0,37138.0
Wednesday,Afternoon,40942.0,7760.0,Mall,0.0,0.0,75703.0,Snowy,1.0,35436.0
Monday,Afternoon,52037.0,9737.0,Mall,0.0,0.0,97102.0,Snowy,1.0,41455.0
Thursday,Evening,50645.0,7129.0,Bank Branch,0.0,0.0,94377.0,Cloudy,2.0,50154.0
Saturday,Night,40577.0,10494.0,Supermarket,0.0,0.0,106767.0,Rainy,5.0,27942.0
Sunday,Evening,35111.0,1154.0,Supermarket,0.0,0.0,107334.0,Rainy,4.0,40345.0
Tuesday,Afternoon,44241.0,11011.0,Mall,0.0,0.0,99642.0,Clear,1.0,27345.0
Monday,Afternoon,35353.0,9773.0,Supermarket,0.0,0.0,75337.0,Snowy,1.0,25420.0
Monday,Evening,47063.0,4788.0,Supermarket,0.0,0.0,111408.0,Clear,3.0,38832.0
Tuesday,Morning,45028.0,7406.0,Standalone,0.0,0.0,117064.0,Cloudy,2.0,46419.0
Tuesday,Night,50441.0,12583.0,Gas Station,0.0,0.0,80373.0,Clear,5.0,29176.0
Friday,Evening,28927.0,10536.0,Gas Station,0.0,0.0,93623.0,Snowy,0.0,17997.0
Tuesday,Evening,53076.0,1883.0,Mall,0.0,0.0,137768.0,Clear,5.0,42780.0
Friday,Night,47536.0,13487.0,Mall,0.0,0.0,83278.0,Rainy,1.0,38014.0
Tuesday,Morning,56781.0,8220.0,Mall,0.0,0.0,100583.0,Cloudy,0.0,48354.0
Wednesday,Evening,60469.0,12286.0,Standalone,0.0,0.0,141964.0,Cloudy,1.0,62631.0
Friday,Evening,48395.0,19711.0,Supermarket,0.0,0.0,65055.0,Clear,4.0,33027.0
Sunday,Morning,51419.0,11487.0,Gas Station,0.0,0.0,102789.0,Clear,0.0,41922.0
Sunday,Evening,91127.375,8709.0,Mall,0.0,0.0,110202.0,Clear,3.0,87239.375
Saturday,Night,40259.0,11476.0,Mall,0.0,0.0,95235.0,Clear,4.0,35209.0
Saturday,Night,67657.0,10683.0,Gas Station,0.0,0.0,53915.0,Cloudy,1.0,59039.0
Tuesday,Morning,44584.0,15516.0,Gas Station,0.0,0.0,128838.0,Cloudy,4.0,24996.0
Thursday,Evening,13470.0,13420.0,Mall,0.0,0.0,83704.0,Snowy,4.0,5215.0
Thursday,Morning,52642.0,10168.0,Mall,0.0,0.0,105371.0,Clear,4.0,49850.0
Thursday,Afternoon,41046.0,1627.0,Supermarket,0.0,0.0,97819.0,Cloudy,3.0,44889.0
Thursday,Night,50515.0,8817.0,Bank Branch,0.0,0.0,97607.0,Clear,0.0,35341.0
Wednesday,Night,33452.0,14102.0,Supermarket,0.0,0.0,103686.0,Snowy,2.0,31517.0
Sunday,Afternoon,43699.0,3861.0,Bank Branch,0.0,0.0,88174.0,Snowy,2.0,42859.0
Sunday,Afternoon,55375.0,4017.0,Mall,0.0,0.0,70129.0,Clear,3.0,46263.0
Wednesday,Afternoon,18140.0,23427.5,Bank Branch,0.0,0.0,80112.0,Snowy,1.0,2165.0
Wednesday,Night,53647.0,7648.0,Supermarket,0.0,0.0,112246.0,Snowy,4.0,45880.0
Sunday,Evening,35321.0,0.0,Bank Branch,0.0,0.0,89638.0,Clear,3.0,29678.0
Tuesday,Afternoon,68651.0,16140.0,Bank Branch,0.0,0.0,93303.0,Rainy,1.0,50465.0
Tuesday,Night,23091.0,6714.0,Bank Branch,0.0,0.0,86045.0,Clear,2.0,17270.0
Thursday,Evening,40466.0,11041.0,Mall,0.0,0.0,107207.0,Rainy,2.0,28441.0
Tuesday,Evening,36340.0,1910.0,Mall,0.0,0.0,107615.0,Rainy,1.0,44466.0
Tuesday,Afternoon,13944.0,16962.0,Standalone,0.0,0.0,113445.0,Snowy,4.0,0.0
Saturday,Afternoon,27492.0,2606.0,Mall,0.0,0.0,133445.0,Snowy,0.0,22832.0
Saturday,Afternoon,16009.0,8246.0,Gas Station,0.0,0.0,95445.0,Clear,2.0,9494.0
Wednesday,Night,60732.0,12254.0,Bank Branch,0.0,0.0,120134.0,Snowy,5.0,55331.0
Saturday,Night,50563.0,15459.0,Mall,0.0,0.0,98595.0,Rainy,1.0,46120.0
Friday,Night,12165.0,9240.0,Standalone,0.0,0.0,121202.0,Cloudy,5.0,6142.0
Thursday,Afternoon,47357.0,0.0,Supermarket,0.0,0.0,133426.0,Rainy,2.0,45858.0
Thursday,Evening,36479.0,16288.0,Bank Branch,0.0,0.0,108121.0,Cloudy,1.0,19399.0
Friday,Night,61967.0,632.0,Supermarket,0.0,0.0,112917.0,Cloudy,5.0,62450.0
Tuesday,Evening,33514.0,13220.0,Gas Station,0.0,0.0,101639.0,Rainy,2.0,23603.0
Wednesday,Night,60085.0,10833.0,Gas Station,0.0,0.0,123619.0,Cloudy,5.0,48211.0
Saturday,Morning,56049.0,10514.0,Bank Branch,0.0,0.0,53719.0,Rainy,3.0,48314.0
Friday,Afternoon,68405.0,2096.0,Standalone,0.0,0.0,124891.0,Cloudy,4.0,70929.0
Thursday,Evening,83472.0,10005.0,Supermarket,0.0,0.0,69111.0,Clear,2.0,86328.0
Friday,Evening,40983.0,15829.0,Bank Branch,0.0,0.0,66664.0,Cloudy,4.0,27532.0
Sunday,Night,27578.0,10682.0,Gas Station,0.0,0.0,100507.0,Cloudy,2.0,18312.0
Monday,Evening,39251.0,14047.0,Gas Station,0.0,0.0,110617.0,Cloudy,1.0,36352.0
Monday,Morning,62872.0,7771.0,Standalone,0.0,0.0,141076.0,Snowy,4.0,67523.0
Friday,Morning,50523.0,3122.0,Standalone,0.0,0.0,127361.0,Clear,0.0,59685.0
Wednesday,Morning,51888.0,11689.0,Supermarket,0.0,0.0,88155.0,Rainy,5.0,40824.0
Wednesday,Evening,60287.0,0.0,Standalone,0.0,0.0,108939.0,Rainy,5.0,48431.0
Tuesday,Evening,40421.0,18266.0,Mall,0.0,0.0,112461.0,Snowy,2.0,31581.0
Monday,Morning,35023.0,18116.0,Gas Station,0.0,0.0,139827.0,Rainy,3.0,18190.0
Sunday,Afternoon,55893.0,6014.0,Gas Station,0.0,0.0,100818.0,Cloudy,5.0,43474.0
Thursday,Morning,58066.0,11531.0,Standalone,0.0,0.0,80033.0,Cloudy,5.0,48951.0
Wednesday,Night,57781.0,15763.0,Gas Station,0.0,0.0,75651.0,Clear,2.0,37761.0
Tuesday,Afternoon,33288.0,6845.0,Standalone,0.0,0.0,81158.0,Clear,3.0,40857.0
Friday,Evening,41780.0,8394.0,Bank Branch,0.0,0.0,68287.0,Cloudy,5.0,31459.0
Thursday,Evening,49119.0,12232.0,Supermarket,0.0,0.0,103992.0,Clear,1.0,32044.0
Monday,Night,66412.0,20892.0,Gas Station,0.0,0.0,103886.0,Cloudy,0.0,61717.0
Tuesday,Afternoon,53741.0,11996.0,Gas Station,0.0,0.0,149843.0,Cloudy,5.0,43094.0
Wednesday,Afternoon,45873.0,8411.0,Mall,0.0,0.0,102331.0,Rainy,0.0,35864.0
Sunday,Night,20516.0,7064.0,Mall,0.0,0.0,67321.0,Clear,3.0,11798.0
Saturday,Afternoon,43627.0,2865.0,Standalone,0.0,0.0,101386.0,Clear,3.0,38198.0
Friday,Morning,62303.0,14086.0,Bank Branch,0.0,0.0,119081.0,Cloudy,3.0,50163.0
Sunday,Afternoon,68277.0,10547.0,Supermarket,0.0,0.0,91671.0,Clear,3.0,67953.0
Saturday,Afternoon,29824.0,5694.0,Standalone,0.0,0.0,127543.0,Cloudy,1.0,30427.0
Saturday,Evening,65300.0,11706.0,Supermarket,0.0,0.0,130005.0,Cloudy,2.0,66357.0
Saturday,Afternoon,89630.0,12990.0,Gas Station,0.0,0.0,100986.0,Cloudy,4.0,84121.0
Friday,Evening,60836.0,10900.0,Supermarket,0.0,0.0,94541.0,Cloudy,3.0,59703.0
Thursday,Morning,63007.0,7513.0,Standalone,0.0,0.0,111529.0,Cloudy,2.0,67691.0
Saturday,Evening,27371.0,18536.0,Gas Station,0.0,0.0,84583.0,Rainy,3.0,13825.0
Sunday,Night,29951.0,16683.0,Gas Station,0.0,0.0,130972.0,Rainy,5.0,15043.0
Friday,Night,54803.0,9524.0,Mall,0.0,0.0,93339.0,Rainy,2.0,42147.0
Wednesday,Evening,53963.0,9798.0,Mall,0.0,0.0,114907.0,Rainy,3.0,34721.0
Friday,Morning,51402.0,9186.0,Standalone,0.0,0.0,82576.0,Clear,4.0,53234.0
Wednesday,Night,32849.0,10437.0,Gas Station,0.0,0.0,104660.0,Rainy,4.0,31989.0
Wednesday,Morning,39229.0,7060.0,Mall,0.0,0.0,104612.0,Cloudy,3.0,36748.0
Monday,Afternoon,36569.0,15314.0,Gas Station,0.0,0.0,146756.0,Snowy,0.0,18424.0
Friday,Evening,37088.0,15204.0,Gas Station,0.0,0.0,74694.0,Clear,0.0,19185.0
Saturday,Afternoon,46895.0,4844.0,Gas Station,0.0,0.0,116447.0,Snowy,1.0,37873.0
Wednesday,Morning,37445.0,9427.0,Bank Branch,0.0,0.0,102955.0,Cloudy,1.0,34023.0
Sunday,Morning,72955.0,6109.0,Standalone,0.0,0.0,123436.0,Snowy,1.0,62399.0
Saturday,Afternoon,72471.0,11509.0,Gas Station,0.0,0.0,89051.0,Clear,3.0,62750.0
Saturday,Night,37967.0,4264.0,Mall,0.0,0.0,121798.0,Clear,3.0,40763.0
Tuesday,Afternoon,41432.0,7578.0,Standalone,0.0,0.0,99081.0,Rainy,0.0,50878.0
Wednesday,Morning,49751.0,13416.0,Mall,0.0,0.0,111814.0,Rainy,5.0,29677.0
Sunday,Afternoon,46698.0,2611.0,Mall,0.0,0.0,105152.0,Rainy,5.0,43212.0
Tuesday,Night,38404.0,5646.0,Supermarket,0.0,0.0,114491.0,Snowy,2.0,31788.0
Wednesday,Afternoon,56727.0,9207.0,Supermarket,0.0,0.0,81639.0,Cloudy,3.0,43619.0
Friday,Afternoon,52151.0,14357.0,Mall,0.0,0.0,74976.0,Rainy,0.0,37910.0
Wednesday,Evening,27012.0,15679.0,Mall,0.0,0.0,96920.0,Cloudy,1.0,21337.0
Sunday,Evening,36740.0,10662.0,Supermarket,0.0,0.0,92370.0,Clear,1.0,22418.0
Saturday,Night,30192.0,9214.0,Mall,0.0,0.0,75796.0,Rainy,2.0,23674.0
Thursday,Evening,64462.0,8472.0,Gas Station,0.0,0.0,65416.0,Rainy,2.0,47098.0
Friday,Evening,79293.0,12084.0,Gas Station,0.0,0.0,123342.0,Clear,4.0,80801.0
Wednesday,Night,66244.0,4618.0,Supermarket,0.0,0.0,86524.0,Rainy,4.0,62847.0
Saturday,Morning,64363.0,2845.0,Bank Branch,0.0,0.0,90468.0,Clear,2.0,53299.0
Wednesday,Afternoon,41716.0,4514.0,Supermarket,0.0,0.0,145838.0,Rainy,2.0,41151.0
Monday,Afternoon,78011.0,8002.0,Bank Branch,0.0,0.0,102583.0,Clear,1.0,58264.0
Tuesday,Night,64757.0,10629.0,Standalone,0.0,0.0,90468.0,Snowy,5.0,52565.0
Thursday,Night,30431.0,10061.0,Standalone,0.0,0.0,76066.0,Rainy,5.0,26851.0
Saturday,Afternoon,67989.0,9838.0,Bank Branch,0.0,0.0,98258.0,Rainy,5.0,52127.0
Tuesday,Night,78198.0,2869.0,Supermarket,0.0,0.0,107877.0,Cloudy,5.0,68389.0
Tuesday,Night,54368.0,8182.0,Mall,0.0,0.0,96319.0,Clear,5.0,63865.0
Friday,Afternoon,12682.0,6842.0,Mall,0.0,0.0,101050.0,Rainy,1.0,5899.0
Tuesday,Night,38660.0,11802.0,Gas Station,0.0,0.0,95669.0,Rainy,1.0,30843.0
Thursday,Afternoon,35911.0,6975.0,Standalone,0.0,0.0,109955.0,Cloudy,5.0,34363.0
Thursday,Night,24586.0,15033.0,Mall,0.0,0.0,88606.0,Snowy,3.0,19766.0
Tuesday,Night,44632.0,8068.0,Gas Station,0.0,0.0,55894.0,Cloudy,1.0,35575.0
Friday,Night,34948.0,8343.0,Gas Station,0.0,0.0,128328.0,Snowy,4.0,35650.0
Monday,Afternoon,61598.0,6998.0,Standalone,0.0,0.0,102793.0,Snowy,3.0,65947.0
Friday,Night,64507.0,12469.0,Mall,0.0,0.0,92753.0,Cloudy,1.0,45778.0
Thursday,Morning,61127.0,7983.0,Mall,0.0,0.0,101690.0,Snowy,3.0,51500.0
Thursday,Night,63653.0,9082.0,Standalone,0.0,0.0,75816.0,Snowy,5.0,66410.0
Monday,Night,50851.0,14599.0,Mall,0.0,0.0,120378.0,Clear,3.0,42916.0
Thursday,Afternoon,34397.0,13494.0,Gas Station,0.0,0.0,128976.0,Snowy,4.0,35498.0
Tuesday,Evening,45273.0,12527.0,Mall,0.0,0.0,108724.0,Cloudy,5.0,40381.0
Tuesday,Night,36062.0,4329.0,Mall,0.0,0.0,93064.0,Snowy,5.0,35721.0
Friday,Morning,41213.0,14794.0,Bank Branch,0.0,0.0,122553.0,Cloudy,5.0,20327.0
Sunday,Afternoon,20789.0,14892.0,Supermarket,0.0,0.0,83789.0,Rainy,0.0,14656.0
Tuesday,Night,62854.0,9074.0,Gas Station,0.0,0.0,124242.0,Clear,4.0,60749.0
Friday,Afternoon,66519.0,13581.0,Gas Station,0.0,0.0,146493.0,Snowy,4.0,52495.0
Monday,Night,42065.0,16167.0,Supermarket,0.0,0.0,99846.0,Cloudy,5.0,35733.0
Friday,Evening,42626.0,2936.0,Bank Branch,0.0,0.0,89663.0,Rainy,5.0,40391.0
Sunday,Evening,59285.0,16590.0,Mall,0.0,0.0,72836.0,Cloudy,0.0,51051.0
Sunday,Night,48281.0,10420.0,Supermarket,0.0,0.0,113818.0,Snowy,5.0,35036.0
Friday,Afternoon,43327.0,5370.0,Standalone,0.0,0.0,97726.0,Rainy,1.0,44154.0
Wednesday,Morning,47845.0,9174.0,Gas Station,0.0,0.0,100635.0,Rainy,1.0,47201.0
Wednesday,Afternoon,51135.0,4152.0,Bank Branch,0.0,0.0,85580.0,Cloudy,3.0,47517.0
Monday,Morning,29693.0,13672.0,Bank Branch,0.0,0.0,58457.0,Clear,3.0,18351.0
Tuesday,Morning,46470.0,90.0,Standalone,0.0,0.0,70016.0,Rainy,3.0,50719.0
Monday,Morning,42311.0,13416.0,Mall,0.0,0.0,127805.0,Clear,5.0,30137.0
